id,name,now_cost,position,team,transfers_in,expected_goals,red_cards,form_rank,transfers_out_event,ict_index,chance_of_playing_this_round,starts,creativity,expected_assists,ict_index_rank,cost_change_event,expected_goals_conceded_per_90,in_dreamteam,expected_goals_conceded,expected_goals_per_90,selected_by_percent,transfers_out,clean_sheets_per_90,cost_change_start_fall,ict_index_rank_type,dreamteam_count,transfers_in_event,own_goals,goals_conceded_per_90,corners_and_indirect_freekicks_order,goals_scored,influence_rank,cost_change_start,threat_rank,selected_rank_type,news_added,event_points,ep_this,status,value_season,expected_goal_involvements,starts_per_90,bonus,threat,points_per_game_rank,cost_change_event_fall,yellow_cards,web_name,direct_freekicks_order,saves,news,penalties_saved,creativity_rank_type,points_per_game,total_points,creativity_rank,bps,value_form,now_cost_rank,expected_goal_involvements_per_90,penalties_order,saves_per_90,now_cost_rank_type,goals_conceded,expected_assists_per_90,form,points_per_game_rank_type,ep_next,clean_sheets,assists,selected_rank,influence,influence_rank_type,threat_rank_type,minutes,penalties_missed,form_rank_type,chance_of_playing_next_round
320,Jordan Clark,48,MID,Luton,5190,0.99,0,86,45,50.4,100.0,13,165.4,1.14,276,0,2.12,False,27.73,0.08,0.0,5114,0.08,2,133,1,31,0,2.6,,1,324,-2,208,240,2023-12-27T00:00:10.569232Z,0,2.7,a,8.8,2.13,0.99,3,152.0,311,0,3,Clark,,0,,0,135,2.0,42,223,144,0.7,274,0.17,,0.0,177,34,0.09,3.2,131,2.7,1,1,642,185.2,137,115,1177,0,38,100.0
321,Alfie Doughty,44,DEF,Luton,2059076,1.35,0,278,15231,198.0,100.0,32,1068.5,5.20,29,0,2.09,False,63.91,0.04,7.1,1326285,0.07,1,1,2,1128,0,2.2,1.0,1,71,-1,123,20,2024-03-30T20:00:09.601767Z,2,0.3,a,20.9,6.55,1.05,11,305.0,194,0,4,Doughty,3.0,0,,0,1,2.6,92,7,535,0.2,568,0.21,,0.0,111,67,0.17,0.8,54,0.3,2,9,54,608.0,25,8,2747,0,85,100.0
322,Luke Freeman,49,MID,Luton,59,0.00,0,783,0,0.0,0.0,0,0.0,0.00,822,0,0.0,False,0.00,0.0,0.0,1949,0.0,1,345,0,0,0,0.0,,0,821,-1,812,285,2023-08-25T08:38:56.197815Z,0,0.0,u,0.0,0.00,0.0,0,0.0,822,0,0,Freeman,,0,Released,0,344,0.0,0,818,0,0.0,221,0.0,,0.0,139,0,0.0,0.0,345,0.0,0,0,729,0.0,345,342,0,0,323,0.0
323,Matt Macey,40,GKP,Luton,1324,0.00,0,455,38,0.0,0.0,0,0.0,0.00,584,0,0.0,False,0.00,0.0,0.2,46238,0.0,0,66,0,0,0,0.0,,0,580,0,531,53,2023-09-03T20:04:04.658822Z,0,0.0,u,0.0,0.00,0.0,0,0.0,596,0,0,Macey,,0,Released from contract,0,49,0.0,0,566,0,0.0,692,0.0,,0.0,39,0,0.0,0.0,66,0.0,0,0,356,0.0,66,37,0,0,59,0.0
324,John McAtee,45,FWD,Luton,7174,0.00,0,660,61,0.0,0.0,0,0.0,0.00,738,0,0.0,False,0.00,0.0,0.4,241335,0.0,0,81,0,0,0,0.0,,0,735,0,712,43,2023-08-28T08:17:07.837499Z,0,0.0,u,0.0,0.00,0.0,0,0.0,745,0,0,McAtee,,0,Season-long loan to Barnsley,0,80,0.0,0,731,0,0.0,404,0.0,,0.0,72,0,0.0,0.0,84,0.0,0,0,274,0.0,79,79,0,0,68,0.0
325,Carlos Mendes Gomes,45,MID,Luton,0,0.00,0,671,0,0.0,0.0,0,0.0,0.00,746,0,0.0,False,0.00,0.0,0.0,1500,0.0,0,291,0,0,0,0.0,,0,743,0,721,292,2023-07-26T11:29:40.140241Z,0,0.0,u,0.0,0.00,0.0,0,0.0,753,0,0,Mendes,,0,Permanent transfer to Bolton Wanderers,0,290,0.0,0,739,0,0.0,417,0.0,,0.0,242,0,0.0,0.0,296,0.0,0,0,745,0.0,290,281,0,0,242,0.0
326,Carlton Morris,48,FWD,Luton,2551489,10.05,0,51,16251,172.3,,30,293.2,1.40,42,0,2.11,False,62.89,0.34,5.0,2173218,0.1,7,10,2,3011,0,2.18,,10,86,-7,17,13,,2,3.7,a,29.2,11.45,1.01,18,855.0,51,0,2,Morris,,0,,0,18,3.9,140,134,428,0.9,279,0.39,1.0,0.0,57,65,0.05,4.2,11,3.7,3,6,76,574.4,10,8,2679,0,7,
327,Admiral Muskwe,45,FWD,Luton,1383,0.00,0,640,4,0.0,0.0,0,0.0,0.00,725,0,0.0,False,0.00,0.0,0.1,19284,0.0,0,76,0,0,0,0.0,,0,722,0,697,72,2023-09-01T14:47:17.297340Z,0,0.0,u,0.0,0.00,0.0,0,0.0,733,0,0,Muskwe,,0,Season-long loan to Exeter City,0,75,0.0,0,717,0,0.0,366,0.0,,0.0,65,0,0.0,0.0,79,0.0,0,0,509,0.0,74,74,0,0,62,0.0
328,Chiedozie Ogbene,48,FWD,Luton,59601,4.35,0,776,164,122.0,0.0,19,364.5,3.49,101,0,2.12,False,44.56,0.21,0.2,63527,0.09,2,21,0,21,0,1.99,,4,176,-2,68,56,2024-03-27T02:00:09.786617Z,0,0.0,i,15.6,7.84,0.9,7,455.0,186,0,1,Ogbene,,0,Hamstring injury - Expected back 11 May,0,10,2.7,75,100,359,0.0,291,0.38,,0.0,59,42,0.17,0.0,31,0.0,2,2,372,400.8,19,28,1895,0,92,0.0
329,Fred Onyedinma,50,MID,Luton,205,0.08,0,220,10,12.4,100.0,3,31.5,0.11,442,0,2.45,False,9.01,0.02,0.0,325,0.0,0,198,0,14,0,3.26,,0,459,0,335,329,2023-07-31T07:05:08.472622Z,2,0.9,a,1.8,0.19,0.82,0,56.0,428,0,1,Onyedinma,,0,,0,198,1.3,9,404,16,0.3,183,0.05,,0.0,110,12,0.03,1.4,192,0.9,0,0,801,35.8,202,172,331,0,105,100.0
330,Gabriel Osho,44,DEF,Luton,36040,1.07,0,309,49,55.6,100.0,19,37.5,0.16,259,0,2.2,False,40.72,0.06,0.1,33176,0.11,1,79,0,42,0,2.16,,2,164,-1,278,190,2024-03-01T16:30:09.608162Z,2,0.1,a,9.1,1.23,1.03,1,98.0,287,0,3,Osho,,0,,0,140,2.1,40,390,270,0.1,543,0.07,,0.0,97,40,0.01,0.6,95,0.1,2,0,487,420.0,57,83,1666,0,99,100.0
331,Aribim Pepple,45,FWD,Luton,838,0.00,0,688,4,0.0,0.0,0,0.0,0.00,761,0,0.0,False,0.00,0.0,0.0,17973,0.0,0,88,0,0,0,0.0,,0,758,0,738,75,2023-08-21T08:33:51.407917Z,0,0.0,u,0.0,0.00,0.0,0,0.0,765,0,0,Pepple,,0,Season long loan to Bromley,0,86,0.0,0,752,0,0.0,439,0.0,,0.0,80,0,0.0,0.0,89,0.0,0,0,524,0.0,86,86,0,0,74,0.0
332,Dion Pereira,44,MID,Luton,1744,0.00,0,609,7,0.0,0.0,0,0.0,0.00,703,0,0.0,False,0.00,0.0,0.0,18039,0.0,1,264,0,0,0,0.0,,0,701,-1,667,190,2023-09-01T14:46:43.900668Z,0,0.0,u,0.0,0.00,0.0,0,0.0,716,0,0,Pereira,,0,Season-long loan to Sutton United,0,265,0.0,0,694,0,0.0,567,0.0,,0.0,327,0,0.0,0.0,273,0.0,0,0,548,0.0,263,252,0,0,208,0.0
333,Dan Potts,39,DEF,Luton,13723,0.00,0,418,60,0.0,0.0,0,0.0,0.00,555,0,0.0,False,0.00,0.0,0.1,16044,0.0,1,191,0,15,0,0.0,,0,551,-1,495,182,2024-03-01T16:30:09.620317Z,0,0.0,i,0.0,0.00,0.0,0,0.0,567,0,0,Potts,,0,Hamstring injury - Expected back 11 May,0,189,0.0,0,534,0,0.0,809,0.0,,0.0,252,0,0.0,0.0,189,0.0,0,0,458,0.0,191,180,0,0,143,0.0
334,Glen Rea,44,MID,Luton,883,0.00,0,595,3,0.0,0.0,0,0.0,0.00,692,0,0.0,False,0.00,0.0,0.0,5479,0.0,1,259,0,0,0,0.0,,0,690,-1,655,241,2023-09-03T20:07:55.555731Z,0,0.0,u,0.0,0.00,0.0,0,0.0,704,0,0,Rea,,0,Released from contract,0,260,0.0,0,682,0,0.0,534,0.0,,0.0,319,0,0.0,0.0,268,0.0,0,0,643,0.0,258,247,0,0,203,0.0
335,James Shea,42,GKP,Luton,4281,0.00,0,547,27,0.0,,0,0.0,0.00,674,0,0.0,False,0.00,0.0,0.1,14980,0.0,3,93,0,15,0,0.0,,0,670,-3,626,58,,0,-0.5,a,0.0,0.00,0.0,0,0.0,686,0,0,Shea,,0,,0,78,0.0,0,659,0,0.0,659,0.0,,0.0,34,0,0.0,0.0,93,-0.5,0,0,406,0.0,93,66,0,0,86,
336,Joe Taylor,45,FWD,Luton,0,0.00,0,654,8,0.0,0.0,0,0.0,0.00,733,0,0.0,False,0.00,0.0,0.1,26049,0.0,0,80,0,0,0,0.0,,0,730,0,707,69,2023-08-11T10:53:00.375635Z,0,0.0,u,0.0,0.00,0.0,0,0.0,741,0,0,Taylor,,0,Season long loan to Colchester United,0,79,0.0,0,726,0,0.0,395,0.0,,0.0,69,0,0.0,0.0,83,0.0,0,0,485,0.0,78,78,0,0,66,0.0
337,Elliot Thorpe,45,MID,Luton,14,0.00,0,652,1,0.0,0.0,0,0.0,0.00,731,0,0.0,False,0.00,0.0,0.0,630,0.0,0,281,0,0,0,0.0,,0,728,0,705,322,2023-07-13T12:00:04.224388Z,0,0.0,u,0.0,0.00,0.0,0,0.0,739,0,0,Thorpe,,0,Joined Shrewsbury Town on a season-long loan,0,280,0.0,0,724,0,0.0,391,0.0,,0.0,230,0,0.0,0.0,287,0.0,0,0,794,0.0,280,271,0,0,230,0.0
338,Jack Walton,40,GKP,Luton,0,0.00,0,466,0,0.0,0.0,0,0.0,0.00,595,0,0.0,False,0.00,0.0,0.0,912,0.0,0,69,0,0,0,0.0,,0,591,0,542,88,2023-07-11T09:00:04.234257Z,0,0.0,u,0.0,0.00,0.0,0,0.0,608,0,0,Walton,,0,Joined Dundee United on a season-long loan - Expected back 01 Jul,0,52,0.0,0,577,0,0.0,705,0.0,,0.0,42,0,0.0,0.0,69,0.0,0,0,739,0.0,69,40,0,0,62,0.0
339,Louie Watson,44,MID,Luton,3951,0.00,0,604,13,0.0,0.0,0,0.0,0.00,698,0,0.0,False,0.00,0.0,0.1,30123,0.0,1,260,0,0,0,0.0,,0,696,-1,662,123,2023-09-01T21:49:21.681463Z,0,0.0,u,0.0,0.00,0.0,0,0.0,711,0,0,Watson,,0,Season-long loan to Charlton,0,261,0.0,0,689,0,0.0,557,0.0,,0.0,322,0,0.0,0.0,269,0.0,0,0,409,0.0,259,248,0,0,204,0.0
340,Cauley Woodrow,43,FWD,Luton,170251,1.19,0,216,566,34.4,100.0,2,126.2,0.85,341,0,2.28,False,9.87,0.28,0.6,188631,0.0,2,42,0,335,0,2.54,,1,369,-2,281,39,2023-11-10T17:30:09.674003Z,1,0.9,a,7.2,2.04,0.46,3,94.0,411,0,2,Woodrow,,0,,0,36,1.4,31,261,113,0.3,613,0.48,3.0,0.0,109,11,0.2,1.4,51,0.9,0,1,229,123.0,42,50,389,0,29,100.0
393,Teden Mengi,39,DEF,Luton,393074,0.54,0,252,1446,74.8,100.0,26,82.9,0.56,209,0,2.01,False,52.66,0.02,1.5,261071,0.04,1,58,1,1765,0,2.13,,1,89,-1,280,67,2024-04-12T16:00:09.753000Z,2,0.5,a,10.3,1.10,0.99,1,95.0,406,0,3,Mengi,,0,,0,104,1.4,40,321,332,0.3,828,0.04,,0.0,259,56,0.02,1.0,140,0.5,1,0,160,568.0,33,84,2361,0,78,100.0
553,Ryan Giles,42,DEF,Luton,9853,0.12,0,554,7,23.1,0.0,5,108.7,0.56,393,0,2.54,False,14.04,0.02,0.1,20570,0.0,3,138,0,0,0,2.53,,0,404,-3,367,183,2024-01-31T09:01:37.686625Z,0,0.0,u,2.6,0.68,0.9,0,38.0,465,0,0,Giles,,0,Joined Hull City on loan until the end of the season,0,87,1.0,11,285,81,0.0,669,0.12,,0.0,158,14,0.1,0.0,164,0.0,0,0,460,83.2,156,124,498,0,229,0.0
575,Tom Lockyer,42,DEF,Luton,32150,0.99,0,550,23,40.6,0.0,14,39.2,0.29,320,0,2.13,False,27.64,0.08,0.1,42939,0.0,3,110,0,7,1,1.77,,1,252,-3,302,171,2023-12-28T19:00:10.993513Z,0,0.0,i,5.5,1.28,1.08,1,80.0,383,0,4,Lockyer,,0,Illness - Unknown return date,0,138,1.6,23,388,162,0.0,663,0.1,,0.0,153,23,0.02,0.0,132,0.0,0,1,427,286.2,95,96,1169,0,225,0.0
582,Pelly Ruddock Mpanzu,46,MID,Luton,4540,0.60,0,340,3,27.7,100.0,11,102.1,1.41,365,0,2.45,False,28.98,0.05,0.0,8192,0.08,4,165,0,7,0,2.45,,0,383,-4,306,208,2024-03-17T23:00:09.430599Z,0,-0.1,a,7.4,2.01,0.93,0,70.0,426,0,1,Mpanzu,,0,,0,167,1.3,34,304,102,0.1,336,0.17,,0.0,218,29,0.12,0.4,190,-0.1,1,0,589,105.6,161,155,1065,0,158,100.0
586,Tahith Chong,44,MID,Luton,73870,2.63,0,181,413,79.2,100.0,18,201.2,1.31,198,0,2.18,False,43.50,0.13,0.2,69392,0.0,6,101,0,355,0,2.21,,4,253,-6,119,105,2024-03-30T20:00:10.306314Z,1,1.3,a,16.8,3.94,0.9,3,308.0,230,0,4,Chong,,0,,0,119,2.4,74,187,210,0.4,556,0.2,,0.0,321,44,0.07,1.8,95,1.3,0,2,343,286.2,104,77,1792,0,86,100.0
602,Issa Kaboré,40,DEF,Luton,608047,0.22,0,303,2062,64.0,0.0,21,253.0,1.87,241,0,1.98,False,38.04,0.01,2.1,977802,0.0,0,73,0,10,1,2.03,,0,222,0,316,59,2024-04-20T19:30:10.268220Z,0,0.0,i,8.5,2.09,1.09,3,62.0,408,0,7,Kaboré,,0,Ankle injury - Expected back 01 Jun,0,32,1.4,34,155,236,0.2,746,0.11,,0.0,207,39,0.1,0.6,142,0.0,0,3,136,326.6,84,103,1727,0,93,0.0
614,Thomas Kaminski,45,GKP,Luton,190079,0.00,0,147,910,106.1,,36,0.0,0.03,124,0,2.09,False,75.28,0.0,0.7,139828,0.06,0,1,0,366,0,2.17,,0,3,0,689,31,,3,1.7,a,18.7,0.03,1.0,3,0.0,249,0,3,Kaminski,,138,,0,88,2.3,84,710,612,0.5,350,0.0,,3.83,16,78,0.0,2.2,31,1.7,2,0,221,1065.0,1,79,3240,0,14,
630,Ross Barkley,46,MID,Luton,556380,3.91,0,96,2832,166.5,100.0,29,611.7,2.71,46,0,2.1,False,60.24,0.14,1.1,460914,0.07,4,32,1,1003,0,2.3,3.0,5,49,-4,94,54,2023-09-16T23:30:07.302434Z,2,2.5,a,22.0,6.62,1.01,4,379.0,116,0,5,Barkley,1.0,0,,0,39,3.3,101,45,499,0.7,333,0.23,,0.0,216,66,0.09,3.0,54,2.5,2,5,180,676.8,17,59,2578,0,45,100.0
631,Jacob Brown,49,FWD,Luton,34253,2.81,0,798,40,52.0,0.0,12,116.4,0.44,272,0,2.47,False,27.75,0.25,0.1,37878,0.09,1,39,0,12,0,2.31,,2,339,-1,143,64,2024-02-21T00:00:09.274177Z,0,0.0,i,8.0,3.25,1.07,3,249.0,296,0,4,Brown,,0,Knee injury - Expected back 01 Jun,0,37,2.1,39,271,115,0.0,251,0.29,,0.0,53,26,0.04,0.0,41,0.0,1,1,411,162.6,38,39,1013,0,98,0.0
648,Aidan Francis-Clarke,40,DEF,Luton,713,0.00,0,532,1,0.0,0.0,0,0.0,0.00,660,0,0.0,False,0.00,0.0,0.0,1467,0.0,0,254,0,0,0,0.0,,0,656,0,609,236,2023-09-11T14:13:13.987409Z,0,0.0,u,0.0,0.00,0.0,0,0.0,672,0,0,Francis-Clarke,,0,Season long loan to Dagenham and Redbridge,0,252,0.0,0,643,0,0.0,784,0.0,,0.0,237,0,0.0,0.0,252,0.0,0,0,659,0.0,254,247,0,0,212,0.0
665,Tim Krul,44,GKP,Luton,5383,0.00,0,586,30,0.0,,0,0.0,0.00,686,0,0.0,False,0.00,0.0,0.0,5312,0.0,1,95,0,27,0,0.0,,0,684,-1,648,71,,0,-0.5,a,0.0,0.00,0.0,0,0.0,698,0,0,Krul,,0,,0,83,0.0,0,675,0,0.0,518,0.0,,0.0,22,0,0.0,0.0,95,-0.5,0,0,520,0.0,95,73,0,0,90,
682,Joseph Johnson,40,DEF,Luton,6009,0.00,0,374,22,0.0,100.0,0,0.0,0.00,667,0,35.55,False,0.79,0.0,0.0,5264,0.0,0,258,0,34,0,45.0,,0,663,0,617,204,2024-03-01T16:30:10.065266Z,0,-0.3,a,0.2,0.00,0.0,0,0.0,463,0,0,Johnson,,0,,0,257,1.0,1,651,2,0.0,792,0.0,,0.0,242,1,0.0,0.2,163,-0.3,0,0,528,0.0,258,252,2,0,132,100.0
727,Andros Townsend,50,MID,Luton,52003,1.48,0,263,59,65.8,,14,293.5,1.80,233,0,1.96,False,25.77,0.11,0.1,47935,0.23,0,117,1,20,0,2.05,,1,300,0,215,159,,1,0.5,a,12.0,3.28,1.07,3,148.0,256,0,1,Townsend,2.0,0,,0,91,2.3,60,133,205,0.2,171,0.25,,0.0,103,27,0.14,1.0,106,0.5,3,4,480,220.4,125,118,1183,0,130,
729,Jayden Luker,45,MID,Luton,770,0.00,0,750,0,0.0,0.0,0,0.0,0.00,814,0,0.0,False,0.00,0.0,0.0,736,0.0,0,340,0,0,0,0.0,,0,811,0,797,339,2024-01-25T09:08:33.131050Z,0,0.0,u,0.0,0.00,0.0,0,0.0,814,0,0,Luker,,0,On loan to Woking until the end of the season,0,339,0.0,0,808,0,0.0,514,0.0,,0.0,310,0,0.0,0.0,341,0.0,0,0,814,0.0,339,336,0,0,301,0.0
734,Zack Nelson,45,MID,Luton,1672,0.00,0,386,8,0.2,,0,0.1,0.00,540,0,22.5,False,1.00,0.0,0.0,1353,0.0,0,243,0,10,0,22.5,,0,528,0,788,291,,0,-0.3,a,0.4,0.00,0.0,0,0.0,506,0,0,Nelson,,0,,0,248,1.0,2,517,6,0.0,504,0.0,,0.0,303,1,0.0,0.2,232,-0.3,0,0,742,2.0,238,329,4,0,175,
798,Daiki Hashioka,40,DEF,Luton,1972,0.10,0,333,24,13.4,,5,37.8,0.24,435,0,2.11,False,11.77,0.02,0.0,1293,0.0,0,157,0,28,2,3.05,,0,398,0,446,240,,0,-0.1,a,1.0,0.34,0.9,0,8.0,557,0,0,Hashioka,,0,,0,139,0.4,4,389,57,0.1,707,0.06,,0.0,181,17,0.04,0.4,187,-0.1,0,0,667,87.8,154,165,502,0,113,
831,Axel Piesold,45,MID,Luton,128,0.00,0,731,2,0.0,,0,0.0,0.00,796,0,0.0,False,0.00,0.0,0.0,97,0.0,0,329,0,4,0,0.0,,0,793,0,777,361,,0,-0.5,a,0.0,0.00,0.0,0,0.0,798,0,0,Piesold,,0,,0,328,0.0,0,789,0,0.0,488,0.0,,0.0,296,0,0.0,0.0,331,-0.5,0,0,843,0.0,328,324,0,0,289,
839,Dominic Dos Santos Martins,45,MID,Luton,184,0.00,0,751,1,0.0,,0,0.0,0.00,815,0,0.0,False,0.00,0.0,0.0,124,0.0,0,341,0,2,0,0.0,,0,813,0,798,355,,0,-0.5,a,0.0,0.00,0.0,0,0.0,815,0,0,Martins,,0,,0,340,0.0,0,809,0,0.0,516,0.0,,0.0,311,0,0.0,0.0,342,-0.5,0,0,836,0.0,340,337,0,0,302,
844,Christian Chigozie,40,DEF,Luton,319,0.00,0,544,5,0.0,,0,0.0,0.00,673,0,0.0,False,0.00,0.0,0.0,144,0.0,0,264,0,15,0,0.0,,0,669,0,623,267,,0,-0.5,a,0.0,0.00,0.0,0,0.0,684,0,0,Chigozie,,0,,0,263,0.0,0,657,0,0.0,798,0.0,,0.0,248,0,0.0,0.0,261,-0.5,0,0,780,0.0,264,258,0,0,221,
848,Taylan Harris,45,FWD,Luton,563,0.00,0,736,22,0.0,,0,0.0,0.00,799,0,0.0,False,0.00,0.0,0.0,207,0.0,0,97,0,50,0,0.0,,0,796,0,781,109,,0,-0.5,a,0.0,0.00,0.0,0,0.0,800,0,0,Harris,,0,,0,97,0.0,0,793,0,0.0,495,0.0,,0.0,94,0,0.0,0.0,98,-0.5,0,0,770,0.0,95,97,0,0,86,
341,Manuel Akanji,50,DEF,Man City,1433064,1.16,1,61,4036,89.4,100.0,25,276.8,1.48,170,0,0.95,False,23.96,0.05,5.5,1428071,0.36,0,45,1,8548,0,0.88,,2,116,0,249,24,2024-04-17T23:30:09.585059Z,2,4.8,a,19.6,2.64,0.99,8,116.0,77,0,2,Akanji,,0,,0,27,3.6,98,139,502,0.8,195,0.11,,0.0,24,22,0.06,3.8,13,9.1,9,0,67,499.0,41,70,2262,0,16,100.0
342,Nathan Aké,50,DEF,Man City,1581413,2.47,0,110,2153,88.9,100.0,23,195.9,1.14,173,0,0.95,False,21.09,0.11,5.4,1603173,0.27,0,47,0,3909,0,0.9,,2,153,0,144,26,2024-03-31T20:30:08.592225Z,2,3.8,a,19.4,3.61,1.04,6,249.0,76,0,0,Aké,,0,,0,43,3.6,97,191,476,0.6,177,0.16,,0.0,22,20,0.05,2.8,12,7.1,6,3,73,440.8,53,14,1999,0,32,100.0
343,Julián Álvarez,64,FWD,Man City,7248088,12.28,0,58,26510,267.7,,31,1004.2,6.27,10,0,0.87,False,25.52,0.42,16.3,6379753,0.41,1,3,3,9712,0,0.82,2.0,10,47,-1,11,5,,5,5.0,a,23.8,18.55,1.06,17,969.0,31,0,2,J.Alvarez,2.0,0,,0,1,4.5,152,10,636,0.6,50,0.63,3.0,0.0,18,24,0.21,4.0,5,9.5,12,11,22,705.0,6,5,2635,0,9,
344,Bernardo Veiga de Carvalho e Silva,62,MID,Man City,1031237,3.35,0,138,2124,200.5,100.0,26,850.1,7.17,28,0,0.96,False,24.59,0.13,2.6,1272141,0.31,3,22,3,2876,0,0.98,4.0,6,61,-3,58,33,2024-02-14T01:30:10.112911Z,2,3.4,a,19.0,10.52,1.01,16,513.0,54,0,7,Bernardo,,0,,0,13,3.9,118,17,524,0.4,57,0.41,,0.0,33,25,0.28,2.4,30,6.3,8,5,118,640.0,23,36,2306,0,65,100.0
345,Oscar Bobb,44,MID,Man City,19791,1.50,0,279,64,35.5,,2,145.6,1.08,339,0,0.92,False,2.91,0.47,0.1,18925,0.31,1,155,0,24,0,1.57,,1,386,-1,263,163,,0,1.8,a,6.6,2.58,0.63,2,105.0,270,0,0,Bobb,,0,,0,145,2.2,29,243,109,0.2,580,0.81,,0.0,335,5,0.34,0.8,111,3.1,1,2,492,104.0,164,141,286,0,139,
346,João Cancelo,58,DEF,Man City,23685,0.00,0,844,26,0.0,0.0,0,0.0,0.00,852,0,0.0,False,0.00,0.0,1.0,276208,0.0,2,277,0,0,0,0.0,,0,852,-2,852,80,2023-09-01T21:47:31.722632Z,0,0.0,u,0.0,0.00,0.0,0,0.0,852,0,0,Cancelo,,0,Season-long loan to Barcelona,0,277,0.0,0,852,0,0.0,75,0.0,,0.0,7,0,0.0,0.0,277,0.0,0,0,190,0.0,277,277,0,0,275,0.0
347,Scott Carson,38,GKP,Man City,11502,0.00,0,402,136,0.0,,0,0.0,0.00,547,0,0.0,False,0.00,0.0,0.1,11907,0.0,2,40,0,48,0,0.0,,0,543,-2,482,61,,0,1.0,a,0.0,0.00,0.0,0,0.0,559,0,0,Carson,,0,,0,17,0.0,0,523,0,0.0,847,0.0,,0.0,93,0,0.0,0.0,40,1.5,0,0,434,0.0,40,4,0,0,27,
348,Shea Charles,45,MID,Man City,0,0.00,0,678,0,0.0,0.0,0,0.0,0.00,752,0,0.0,False,0.00,0.0,0.0,38,0.0,0,295,0,0,0,0.0,,0,749,0,728,370,2023-07-11T09:00:10.230763Z,0,0.0,u,0.0,0.00,0.0,0,0.0,757,0,0,Charles,,0,Permanent Transfer to Southampton,0,293,0.0,0,744,0,0.0,425,0.0,,0.0,248,0,0.0,0.0,299,0.0,0,0,857,0.0,294,286,0,0,247,0.0
349,Kevin De Bruyne,105,MID,Man City,4753423,1.75,0,3,23633,146.1,100.0,12,716.5,5.39,74,0,0.9,False,9.92,0.16,18.7,4303809,0.46,0,52,2,41228,0,0.64,1.0,4,156,0,122,7,2024-04-17T23:30:09.592568Z,2,9.4,a,8.0,7.14,1.09,11,306.0,12,0,2,De Bruyne,1.0,0,,0,27,5.6,84,33,347,0.8,4,0.65,4.0,0.0,2,7,0.49,8.4,8,18.3,5,8,18,437.2,70,79,987,0,2,100.0
350,Rúben Gato Alves Dias,55,DEF,Man City,909229,1.16,0,322,10032,93.8,100.0,25,189.9,1.35,159,0,0.92,False,23.31,0.05,7.4,986163,0.28,0,40,0,4550,1,1.06,,0,100,0,163,19,2023-12-28T09:30:09.403983Z,0,1.6,a,13.1,2.51,0.98,1,216.0,189,0,0,Rúben,,0,,0,46,2.7,72,200,444,0.1,98,0.1,,0.0,10,27,0.05,0.6,51,2.7,7,0,53,530.0,38,24,2287,0,106,100.0
352,Ederson Santana de Moraes,55,GKP,Man City,1794796,0.00,0,136,5723,52.5,100.0,31,10.0,0.03,271,0,0.92,False,26.79,0.0,14.1,2138094,0.31,0,15,2,16576,0,0.93,,0,108,0,846,5,2024-04-28T22:00:09.106414Z,2,3.4,a,18.0,0.03,1.06,5,0.0,135,0,5,Ederson M.,,53,,0,11,3.2,99,455,515,0.4,96,0.0,,1.82,2,27,0.0,2.4,22,6.3,9,0,28,516.6,15,97,2627,0,13,100.0
353,Phil Foden,84,MID,Man City,7643191,9.45,0,54,11942,312.8,100.0,30,1038.3,6.45,3,0,0.92,True,26.70,0.33,40.0,4439285,0.42,-9,3,5,48484,0,0.9,3.0,16,7,9,8,3,2024-04-10T08:00:08.880669Z,5,5.2,a,24.3,15.90,1.04,27,1067.0,5,0,1,Foden,,0,,0,8,6.4,204,9,774,0.5,12,0.55,,0.0,8,26,0.22,4.2,4,9.9,12,8,5,1018.6,4,4,2599,0,26,100.0
354,Jack Grealish,72,MID,Man City,188954,2.17,0,226,514,91.9,100.0,10,384.1,2.69,163,0,1.13,False,12.58,0.2,1.5,602613,0.27,3,87,0,405,0,1.17,,3,286,-3,127,46,2024-02-28T00:30:10.549455Z,1,2.4,a,6.9,4.86,0.9,6,295.0,222,0,6,Grealish,,0,,0,71,2.5,50,93,199,0.2,26,0.44,,0.0,16,13,0.24,1.4,94,4.3,3,1,161,240.4,118,81,998,0,109,100.0
355,Erling Haaland,142,FWD,Man City,6096171,26.47,0,2,1695,286.0,100.0,26,359.5,2.10,7,1,0.94,True,23.84,1.04,66.8,8168576,0.35,-2,2,6,200322,0,0.94,,25,6,2,1,1,2024-04-17T23:30:09.602177Z,21,9.8,a,14.1,28.57,1.02,26,1479.0,2,-1,1,Haaland,3.0,0,,0,11,7.1,200,103,738,0.6,1,1.12,1.0,0.0,1,24,0.08,8.8,1,19.1,9,8,1,1025.6,1,1,2292,1,1,100.0
356,Mateo Kovačić,46,MID,Man City,43975,1.19,0,85,107,71.1,100.0,14,338.8,1.53,221,0,0.8,False,12.10,0.08,0.3,120649,0.46,4,109,0,174,0,0.92,,1,281,-4,237,91,2024-02-14T01:30:10.141884Z,2,4.2,a,11.5,2.72,0.92,2,126.0,310,0,3,Kovačić,,0,,0,80,2.0,53,114,294,0.7,334,0.18,,0.0,217,14,0.1,3.2,130,7.9,7,0,284,246.2,115,128,1367,0,37,100.0
